Judul,Berita,Topik
Kenali Gejala Link Arm Mobil yang Rusak,"SLEMAN, KOMPAS.com - Lengan ayun atau link arm pada mobil, merupakan bagian suspensi yang bertugas mengikat roda dengan sasis kendaraan.
Sehingga, dibutuhkan kelenturan mengingat roda dapat naik dan turun bila ada benturan dari permukaan jalan.
Lengan ayun bekerja sama dengan peredam kejut dalam menjaga roda tetap menapak dengan baik dan kokoh. Komponen ini menjadi pemegang roda dari sisi bawah, sementara peredam kejut atas, dan rack sisi samping.
Sehingga, bila terjadi kerusakan pada link arm pengemudi bisa merasakannya. Lantas, seperti apa ciri-cirinya?
Kompas.com/Adityo Suspensi belakang Mitsubishi XForce
Foreman Aha Motor Yogyakarta Aji Dwi Nugroho mengatakan, setelah mobil melewati lubang, atau jalan tidak rata, maka akan ada ayunan yang khas, ini yang disebut bantingan suspensi.
“Bila link arm sudah mengalami kerusakan, bantingan suspensi menjadi tidak stabil, roda terasa goyang ke kanan dan kiri, sehingga jika dibiarkan bisa membahayakan terutama ketika sedang melaju dengan kecepatan tinggi,” ucap Aji kepada Kompas.com, Sabtu (2/12/2023).
Aji mengatakan, salah satu kerusakannya bisa dari bushing link arm oblak, bisa karena sudah pecah atau kualitas karet bushing-nya lebih lentur dari yang standar.
DOK. Bridgestone Ilustrasi pengecekan roda mobil untuk spooring dan balancing
“Ketika bushing atau karet link arm, baik depan atau belakang ini oblak, maka bantingan suspensi akan menjadi tidak stabil, bahkan rasanya seperti ban mobil kempis, kondisi ini tentu akan membuat pengendara tidak percaya diri dalam bermanuver,” ucap Aji.
Kerusakan bushing link arm ini secara otomatis akan mengubah sudut-sudut roda ketika mobil terkena guncangan dari permukaan jalan.
“Perubahan sudut broda ini lah yang membuat sensasi tidak stabil ketika mobil melewati jalan tidak rata, kondisi seperti ini tidak bisa dibiarkan apalagi sampai mobil digunakan untuk perjalanan jauh,” ucap Aji.
Unsplash / Passdriversed Ilustrasi panic attack saat berkendara
Selain itu, kerusakan link arm juga ditandai dengan bodi kendaraan bergetar ketika sedang direm panjang.
Menurut Aji, hal ini bisa terjadi lantaran saat direm maka akan terjadi ketegangan antara gaya dorong kendaraan dan permukaan jalan.
“Jika bushing arm atau ball joint sudah oblak maka pengemudi akan merasakan getaran di seluruh bodi atau roda kemudi saat mobil direm, ketika oblak terjadi sudut roda bisa berubah sehingga memperparah getaran,” ucap Aji.














",OTOMOTIF
"Cerita Ayah dan Anak Wisuda S2 Bersama, Raih Gelar Magister Manajemen","KOMPAS.com - Ada cerita menarik pada momen wisuda di Telkom University. Ketika biasanya orangtua mendampingi anaknya di acara wisuda, kali ini, justru ayahnya mengikuti prosesi wisuda bersama anaknya.
Itulah yang terjadi pada pasangan ayah dan anak, Riza Zacharias dan Zuhdan Ainul Ihsan. Keduanya mengikuti gelaran Wisuda Telkom University Periode I Tahun Akademik 2023/2024 yang digelar di Telkom University Convention Hall, Jumat (1/12/2023).
Keduanya sama-sama meraih gelar Magister Manajemen dari Program Studi S2 Manajemen, Fakultas Ekonomi dan Bisnis, Telkom University.
Zuhdan, merupakan alumnus Telkom University tahun 2018 yang mengambil program Direct-Track Magister Manajemen.
Setelah menjalani perkuliahan selama satu semester, Riza pun ikut memulai perkuliahan pada program studi yang sama dengan anaknya.
Menurut Zuhdan, ini adalah pengalaman menarik baginya karena menjalani pendidikan bersama sang ayah.
""Masyaallah ini pertama kalinya kuliah bareng Ayah dan akhirnya lulus bareng, rasanya luar biasa,"" papar Zuhdan seperti dikutip dari laman Telkom University.
Dia mengaku, ada banyak momen lucu terutama ketika mengerjakan tesis bersama, mengerjakan revisi bersama hingga bertemu dosen pembimbing bersama.
""Sampai sidang bareng, dan mengurus urusan administratif bareng-bareng juga,"" ungkap Zuhdan.

Sementara itu, Riza mengaku menjalani kuliah bersama anaknya membuatnya memiliki teman seperjuangan untuk saling menyemangati dan mendukung hingga dapat lulus bersama.














",EDUKASI
Kronologi Pria Diterkam Buaya Saat Mencari Ikan di Sukabumi,"KOMPAS.com - Parel (53), warga Desa Ciracap, Kecamatan Ciracap, Kabupaten Sukabumi, Jawa Barat (Jabar), mengalami luka pada bagian kakinya diduga akibat menjadi korban terkaman buaya.
Kepala Desa Cipeundeuy, Bakang Anwar As'adi mengatakan, peristiwa itu terjadi saat korban menjala ikan di Situ Habibi, Desa Cipeundeuy, Kecamatan Surade, Kabupaten Sukabumi, Jabar, pada Jumat (1/12/2023) malam.
""Kronologinya, dia (korban) sedang mengambil (menjala) ikan sekitar pukul 19.30 malam. Dia turun ke bawah (Situ Habibi),"" kata Bakang, Sabtu (2/12/2023), dikutip dari TribunJabar.id.
""Informasi yang saya dapat ketika itu ada yang menyergap kaki (korban). Saling tarik itu (korban dan buaya). Dicek sama korban ternyata kepala buaya, lepas lah gigitannya,"" sambungnya.
Usai gigitan buaya terlepas, Bakang melanjutkan, korban langsung naik ke daratan kemudian melarikan diri ke rumah kerabatnya yang berada dekat dengan lokasi kejadian.
""Sempat dikejar juga dia ke darat karena mungkin (buaya) mencium bau amis dari darah (korban),"" ujar Bakang.
Korban pun berhasil selamat namun tumit kaki kanannya mengalami luka akibat gigitan buaya itu.
Artikel ini telah tayang di TribunJabar.id dengan judul ""Menegangkan, Pria di Sukabumi Selamat dari Terkaman Buaya saat Menjala Ikan, Kaki Sudah Digigit""














",REGIONAL
"Saat Prabowo Joget di Tasikmalaya, Ridwan Kamil: Gelarnya Presiden RI dan Bapak Gemoy","TASIKMALAYA, KOMPAS.com - Ketua Tim Kampanye Daerah (TKD) Jawa Barat Pasangan Capres Nomor Urut 2 Prabowo-Gibran, Ridwan Kamil, mengaku calon presidennya mendapatkan dua gelar yang sangat melekat yakni gelar Presiden RI dan Bapak Gemoy. 
Hal itu diungkap Emil saat kampanye pertama Prabowo Subianto di Tasikmalaya, Jawa Barat, bersama ribuan emak-emak dan para simpatisan partai. 
Prabowo Subianto, Ridwan Kamil, dan Agus Harimurti Yudoyono (AHY) pun berjoget ria di panggung bersama ribuan emak-emak.
Sesekali terikan ""Prabowo dan Gemoy"" terdengar saat acara berlangsung.
""Pak Prabowo saat ini sudah dapat dua gelar yaitu Presiden RI dan Bapak Gemoy. Tadi saja, saat bersilaturahmi ke pesantren, itu santri perempuan semuanya teriak Bapak Gemoy ke calon presiden kita,"" jelas Ridwan saat berorasi di panggung kampanye Prabowo Subianto di Primajasa Center, Singaparna, Kabupaten Tasikmalaya, Sabtu (2/12/2023). 
Emil pun menyebut Prabowo Subianto selama ini sangat sayang dengan warga Jawa Barat. 
Hal ini pula yang mendasari Tasikmalaya dipilih sebagai daerah pertama yang dikunjungi Prabowo dalam masa kampanye ini. 
Mantan Gubernur Jawa Barat itu menyampaikan, sejak 10 tahun terakhir Prabowo selalu menang di Jawa Barat.
""Pak Prabowo pun mendukung pemekaran Garut Utara dan Selatan. Kemudian juga sampaikan ke orang Tasikmalaya Selatan pemekarannya didukung juga demi keadilan pembangunan,"" kata dia. 
Emil menambahkan, Prabowo juga peduli terhadap para generasi emas dengan mencegah adanya anak stunting. 
Sehingga, dirinya selama ini sudah mengirimkan bantuan makanan bergizi, susu gratis ke seluruh warga di Indonesia
""Prabowo sangat peduli dengan generasi emas. Hapus stunting di Indonesia,"" ujarnya. 
Tak hanya itu, Prabowo baru-baru ini juga membantu Palestina dengan memberikan bantuan makanan senilai Rp 5 miliar.
""Pak Prabowo juga akan bangun dan sekolah serta rumah sakit di Palestina. Semua yang teriak-teriak bantu Palestina, ternyata yang konkrit membantu Palestina adalah Pak Prabowo,"" pungkasnya. 














",REGIONAL
4 Kegiatan yang Bisa Membawa Mahasiswa ke Luar Negeri Gratis,"KOMPAS.com - Ketika kamu menjadi mahasiswa, banyak hal yang bisa kamu lakukan untuk mendapatkan wawasan hingga pengalaman selain mengikuti kelas di kampus.
Kamu bisa mengembangkan diri kamu di luar kampus dengan mengikuti kegiatan-kegiatan positif. Menariknya, sejumlah kegiatan dapat membawa mahasiswa ke luar negeri gratis. Membuat mahasiswa juga bisa merasakan bagaimana tinggal di negara lain serta belajar beradaptasi dengan lingkungan baru.
Dilansir dari Kobi Education, Selasa (28/11/2023) terdapat 4 kegiatan bagi mahasiswa untuk keluar negeri secara gratis.
Kamu bisa mengikuti student exchange atau pertukaran pelajar keluar negeri, dengan mengikuti kegiatan ini kamu akan mendapatkan pengalaman belajar di sana, berkomunikasi dengan warga lokal, dan bertukar budaya dengan mahasiswa lain.
Ada beberapa penyelenggara yang menyediakan program ini seperti kerjasama kampus Indonesia dengan kampus luar negeri. Berikut beberapa program student exchange :
Summer school merupakan kegiatan yang diadakan oleh beberapa kampus di luar negeri. Mahasiswa akan mendapatkan materi kuliah dan berbagai kegiatan sosial selama disana.
Kegiatan ini diadakan selama bulan musim panas saja. Kampus yang mengadakan summer school, diantaranya :
Ternyata, kegiatan volunteer tidak hanya ada di dalam negeri tapi juga ada di luar negeri. Dalam kegiatan ini, kamu akan merasakan bagaimana pengabdian masyarakat disana.
Kegiatan relawan ini bisa kamu masukkan ke dalam CV. Berikut beberapa program volunteer keluar negeri :
Kamu bisa mengikuti seminar untuk menambah pengetahuan kamu di berbagai bidang. Selain itu, sebagai peserta kamu juga bisa mempresentasikan hasil riset di sebuah seminar internasional dan berdiskusi dengan orang lain.














",EDUKASI
Desa Sei Limau di Pulau Sebatik Dinobatkan KPK Sebagai Desa Percontohan Anti Korupsi,"NUNUKAN, KOMPAS.com – Desa Sei Limau di Pulau Sebatik Kabupaten Nunukan, Kalimantan Utara, menyandang predikat desa anti korupsi tahun 2023.
Status tersebut diakui Komisi Pemberantasan Korupsi (KPK), dan menjadi salah satu dari 22 desa nusantara yang dipilih sebagai percontohan desa anti korupsi tahun 2023.
""Dari sekitar 447 desa di Kalimantan Utara, Alhamdulillah Desa Sei Limau yang berada di perbatasan RI – Malaysia ini, mendapat piagam KPK dan menjadi Desa Anti Korupsi tahun 2023,"" ujar Kepala Desa Sei Limau, Mardin, dihubungi, Sabtu (2/12/2023).
Penilaian tersebut dilakukan setelah petugas KPK mengunjungi Kaltara, pada Februari hingga 25 Oktober 2023.
KPK menilai Desa Sei Limau, di Pulau Sebatik memenuhi 5 kriteria dengan 18 indikator penilaian desa anti korupsi.
Desa Sei Limau, mendapat poin 91,5 untuk program pembangunan desa hingga pengelolaan keuangannya, patut menjadi panutan dan rujukan desa-desa lain.
""Dalam upaya anti korupsi, butuh adanya Perdes yang mempersempit penggunaan DD (dana desa) ataupun ADD (alokasi dana desa) yang memiliki celah lebar untuk mark up ataupun laporan fiktif. Ada penguatan pengawasan, juga keterlibatan masyarakat dalam setiap realisasi anggaran,"" ujarnya lagi.
Penggunaan keuangan untuk pembangunan dan pembinaan SDM Desa Sei Limau, tentu harus lulus pemeriksaan inspektorat dan lembaga kompeten lain dalam pemeriksaan keuangan.
Badan Permusyawaratan Desa (BPD) dan BUMDES (Badan Usaha Milik Desa), perlu dikokohkan dengan melibatkan organisasi pemuda, dan lembaga masyarakat.
Porsi APBDes juga harus meliputi alokasi ketahanan pangan sebesar 20 persen, bidang social, kesehatan dan tingkat kesejahteraan masyarakat.
""Dengan kearifan lokal dan didukung peran serta anak muda, pembangunan berjalan di jalurnya. Pertanggung jawaban anggaran juga transparan, karena semua terlibat dalam penyusunan anggaran, sampai pelaksanaannya di lapangan,"" jelasnya.
Mardin menegaskan, Desa Sei Limau juga berpegangan pada aturan di mana meskipun Kepala Desa adalah penanggung jawab dan pengguna anggaran, tapi bukan pemegang anggaran.
Hal tersebut, dijelaskan gamblang dalam Pasal 20 tahun 2018 tentang tugas dan fungsi Kepala Desa.
Desa Sei Limau, Sebatik, mengelola kurang lebih Rp 1,5 miliar anggaran, terdiri dari Rp 1,1 miliar Dana Desa (DD) dan Rp 500 juta Alokasi Dana Desa (ADD).
""Dalam setiap proyek fisik atau penggunaan anggaran, baik sosialisasi dan penanganan masalah, tidak diperbolehkan mengambil untung. Kalau semua dilibatkan, pengawasan menjadi ketat dan melekat, sehingga celah untuk tindak korupsi tidak akan ada,"" tegasnya.














",REGIONAL
"Peran Keluarga Pemain Jelang Final Piala Dunia U17 2023, Saran dan Dukungan dari Rumah","KOMPAS.com - Jerman bakal menantang Perancis pada partai final Piala Dunia U17 2023. Tak hanya soal teknis, saran dan dukungan dari keluarga di rumah juga menjadi faktor penting sebelum para pemain berlaga.
Partai puncak Piala Dunia U17 2023 akan mempertemukan dua tim Eropa, Jerman dan Perancis.
Laga Jerman vs Perancis tersebut akan digelar di Stadion Manahan, Solo, pada Sabtu (2/12/2023) pukul 19.00 WIB.
Jerman melaju ke final Piala Dunia U17 2023 setelah menang adu penalti atas Argentina.
Sementara itu, Perancis lolos ke partai puncak berkat kemenangan 2-1 atas Mali di semifinal.
Tak hanya soal teknis, saran dan dukungan dari keluarga di rumah juga menjadi faktor penting sebelum para pemain berlaga pada final Piala Dunia U17 2023.
""Tentu saja saya mendapat saran dari keluarga di rumah. Mereka sangat senang,"" kata kapten Jerman, Noah Darvich, dalam sesi jumpa pers di Stadion Manahan, Jumat (1/12/2023).
Di kubu Perancis, penyerang Mohamed-Amine Bouchenna juga mengakui bahwa dukungan dari keluarga akan menjadi pemantik semangat pemain di lapangan.
""Kami senang di Perancis banyak orang yang menonton. Ini sangat penting bagi kami ketika orang-orang mendukung kami,"" kata Bouchenna.
Bagi Jerman, ini adalah final kedua di panggung Piala Dunia FIFA U17 setelah yang pertama pada 1985 di China.














",BOLA
"Profil Bayu Krisnamurthi, Dirut Bulog Baru Pengganti Budi Waseso","KOMPAS.com - Menteri BUMN Erick Thohir menunjuk Bayu Krisnamurthi sebagai Direktur Utama (Dirut) Perum Bulog menggantikan Budi Waseso atau yang akrab disapa Buwas.
Pengangkatan Bayu dilakukan berdasarkan Keputusan Menteri BUMN Nomor SK-341/MBU/12/2023 tanggal 1 Desember 2023 tentang Pemberhentian dan Pengangkatan Anggota-anggota Direksi Perum Bulog.
Susunan direksi Perum Bulog kini menjadi 6 direksi dari yang sebelumnya 5 direksi.
""Saya percaya pengganti Bulog lebih baik dan meneruskan transformasi yang sudah berjalan"", kata Buwas dikutip dari Kompas.com, Sabtu (2/12/2023).
Berikut profil Dirut Bulog Bayu Krisnamurthi:

Dikutip dari laman Bulog, Bayu Krisnamurthi lahir di Manado, Sulawesi Utara pada 18 Oktober 1964.
Bayu menyelesaikan pendidikan S1 di Fakultas Pertanian Institut Pertanian Bogor (IPB) pada 1987.
Bayu kemudian menempuh pendidikan S2 di kampus yang sama dan lulus pada 1991.
Bayu juga menyelesaikan pendidikan S3 di Institut Pertanian Bogor (IPB) pada 1998.
Achmad Fauzi Direktur Utama BPDP Sawit, Bayu Krisnamurthi, di Kantor BPDP Sawit, Graha Mandiri, Jakarta (10/1/2016)
Bayu memulai kariernya sebagai dosen di IPB pada 1998.
Kemudian, Bayu diangkat sebagai Direktur Eksekutif Pusat Studi Pembangunan IPB pada 2000.
Ia juga diangkat menjadi Direktur Pusat Studi Pembangunan IPB pada 2002 dan Direktur Pusat Studi Pembangunan Pertanian dan Pedesaan IPB pada 2005.
Pada 2005-2008, Bayu diangkat sebagai Staf Ahli Menteri Koordinator Perekonomian Bidang Penanggulangan Kemiskinan.
Saat itu, ia juga aktif sebagai Pelaksana Harian Deputi Menteri Koordinator Perekonomian Bidang Pertanian dan Kelautan.














",TREN
Dukungan Ayah Ashraf Sinclair untuk BCL yang Menikah Hari Ini,"JAKARTA, KOMPAS.com - Penyanyi Bunga Citra Lestari alias BCL dikabarkan menikah dengan Tiko Aryawardhana di Bali hari ini, Sabtu (2/12/2023). 
 Pernikahan BCL nampaknya sudah mendapat restu dari keluarga almarhum suaminya, Ashraf Sinclair. 
 Dukungan tersebut diungkap oleh ayah Ashraf, Mohamed Anthony John Sinclair.
Ayah Ashraf menanggapi komentar salah satu warganet yang mempertanyakan soal pernikahan BCL.
 ""Sangat sedih, apa yang kamu rasakan mengenai BCL yang move on terlalu cepat. Pasti menyakitkan,"" kata warganet tersebut.
 Ayah Ashraf yang akrab disapa Pak Mat itu mengaku tak keberatan apabila BCL memulai hidup baru dengan orang lain selepas kepergian Ashraf.
 ""Tidak, kenyataannya kami sangat bahagia untuknya, ini sudah hampir 4 tahun,"" tulis Pak Mat lewat kolom komentar.
 Sementara, BCL dikabarkan menggelar pernikahan di resor mewah Amankila, yang terletak di Kabupaten Karangasem, Bali.
 Kabar pernikahan BCL dan Tiko mulanya dibocorkan oleh kepala KUA Pasar Minggu, Daud Damsyik.
 ""Untuk yang bersangkutan, BCL, sudah menyampaikan surat permohonan rekomendasi (untuk menikah di Bali),"" kata Kepala KUA Pasar Minggu Daud Damsyik di kantornya, Selasa (27/11/2023).














",HYPE
3 Mahasiswa Keroyok Temannya gara-gara Komentar di Medsos," Kapolres Tarakan, AKBP Ronaldo Maradona mengungkapkan, keributan berawal dari komentar korban di TikTok milik JF.
""Ada komentar ‘halo jagoan’ di TikTok yang membuat JF tak terima. JF kemudian mengajak kedua temannya mendatangi korban di areal kampus. Kebetulan, pelaku dan korban, teman satu kampus,"" ujarnya, Sabtu (2/12/2023).
Komentar korban yang dianggap provokatif tersebut, memicu amarah pelaku. Saat bertemu dengan korban, JF langsung bertanya benarkah korban yang berkomentar di TikTok.
JF melayangkan pukulan ke bagian tubuh korban setelah temannya itu mengiyakan.
 Melihat aksi JF, kedua temannya ikut memegang dan memiting korban, sekaligus menganiaya korban.
 Akibat pengeroyokan tersebut, korban mengalami luka pada bagian pelipis mata kanan, lebam pada pipi sebelah kanan dan siku kanan. 
""Korban tak terima dan melaporkan kejadian tersebut ke Polres Tarakan untuk proses lebih lanjut,"" ujarnya lagi.

 Setelah melakukan penyelidikan, polisi mengamankan JF di kediamannya di Jalan Sungai Kapuas.
 Sementara kedua temannya, RS dan AR, datang ke Mako Polres Tarakan, setelah menerima panggilan telepon dari JF.
""Para tersangka mengakui melakukan pemukulan 2 sampai 3 kali dengan tangan kosong sambil memiting korban, sehingga membuat korban babak belur,"" kata Randhya.
 Polisi juga menyita baju milik JF sebagai barang bukti.
 Atas perbuatannya, para pelaku dijerat Pasal 170 Ayat (2) ke-1 KUHPidana dengan ancaman paling lama 7 tahun penjara.














",REGIONAL
Lampu Mobil Berwarna Putih Tak Perlu Ganti saat Musim Hujan,"KLATEN, KOMPAS.com - Memasuki musim hujan, hambatan pengendara mobil akan bertambah semakin kompleks. Pengemudi perlu memperhatikan beberapa aspek keselamatan agar risiko kecelakaan berkurang.
Jarak pandang pengemudi juga menjadi penghambat, pasalnya ketika hujan turun jangkauan mata kita akan berkurang. Belum lagi bila warna cahaya lampu mobilnya putih maka akan lebih pendek jangkauannya.
Kendati demikian, penggantian lampu tidak diperlukan karena justru dapat membahayakan pengendara terkait kecepatan laju kendaraan.
Kompas.com/Daafa Alhaqqy Kondisi jalan basah setelah hujan deras
Sony Susmana, Safety Driving Instructor dari Safety Defensive Consultant Indonesia (SDCI), mengatakan, menggunakan lampu berwarna putih yang sulit menembus kabut dan hujan bisa menjadi salah satu cara agar semakin berhati-hati ketika mengemudi.
“Lampu berwarna putih yang memiliki jarak pandang terbatas ketika kabut dan hujan sebenarnya bagus. Pasalnya, kondisi ini akan memaksa pengemudi menyesuaikan kecepatannya ketika berada di kondisi seperti itu,” kata Sony kepada Kompas.com, belum lama ini.
Jika pengemudi menambah tingkat cahaya lampunya justru bisa menimbulkan bahaya. Sony menjelaskan, pengemudi bisa terlalu percaya diri dan tancap gas saat kondisi jalan yang tidak aman seperti berkabut dan hujan.
KOMPAS.COM/IRWAN NUGRAHA Hujan mulai turun di kawasan perkotaan Tasikmalaya sejak 3 bulan terakhir kemarau dan warga bersyukur kemarau akan segera berakhir, Rabu (4/10/2023) malam.
“Tipsnya, saat kabut, hujan atau jarak pandang terbatas, gunakan lampu penerangan sebagai patokan jarak pandang aman, sehingga kecepatan kendaraan dikurangi atau menyesuaikan dengan kondisi jalan,” ucap Sony.
Selain itu, bisa juga dengan menyalakan lampu kabut dari pabrikan. Lampu kabut yang posisinya lebih rendah bisa sedikit membantu menerangi jalan.
Namun dengan bantuan lampu kabut, pengemudi jangan gegabah sehingga melupakan faktor keselamatan dan keamanan. Pasalnya, ketika hujan faktor penyebab kecelakaan menjadi lebih kompleks termasuk risiko jalan yang licin menurut Sony.














",OTOMOTIF
"Prabowo Kampanye di Ponpes ""Kandang"" PPP di Tasikmalaya, Ditemani AHY-RK, Disambut Kader PPP","TASIKMALAYA, KOMPAS.com - Capres nomor urut 2 Prabowo Subianto mendatangi Pondok Pesantren (Ponpes) Miftahul Huda di Tasikmalaya, Jawa Barat (Jabar) sebagai lokasi perdana untuk berkampanye. 
 Adapun Ponpes Miftahul Huda ini disebut-sebut sebagai 'kandang' Partai Persatuan Pembangunan (PPP). 
 Pantauan Kompas.com di Ponpes Miftahul Huda, Sabtu (2/12/2023), Prabowo tiba sekitar pukul 10.40 WIB. Prabowo tampak mengenakan kemeja putih dan peci hitam.
 Prabowo tampak didampingi oleh mantan Gubernur Jawa Barat sekaligus Ketua TKD Prabowo-Gibran Jawa Barat Ridwan Kamil (RK). 
 Lalu, terlihat juga Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) di rombongan belakang Prabowo. AHY terlihat berdiri dari atap kaca mobil untuk menyapa warga. 
 Kemudian, Prabowo tampak bersalaman dengan pimpinan Ponpes Miftahul Huda, yakni Asep Ahmad Maoshul Affandy.
 Asep sendiri merupakan anggota DPR dari Fraksi Partai Persatuan Pembangunan (PPP). 
 Sementara itu, tampak pula kader PPP lainnya, yakni mantan Wagub Jawa Barat Uu Ruzhanul Ulum. Uu merupakan pengasuh di ponpes ini.
 Sejumlah petinggi TKN, mulai dari Ketua TKN Prabowo-Gibran, Rosan Roeslani hingga Komandan TKN Fanta Arief Rosyid turut mendampingi Prabowo berkampanye. 
 Sebelumnya, Sekretaris Tim Kampanye Nasional (TKN) Prabowo Subianto-Gibran Rakabuming Raka, Nusron Wahid mengatakan Prabowo akan berkampanye di tiga titik di Tasikmalaya, Jawa Barat, pada Sabtu (2/12/2023).
 Nusron mengatakan, salah satu tempat yang Prabowo kunjungi adalah Pondok Pesantren (Ponpes) Miftahul Huda. 
 Menurutnya, Prabowo akan berkampanye ke 'kandang' pihak lain, yakni PPP.
 ""Jadi besok Pak Prabowo ke Tasikmalaya ke tiga titik. Pertama, berkunjung ke Ponpes Miftahul Huda, pimpinan almarhum KH Affandi Khoir. Sama-sama kita ketahui, salah satu pengasuh ponpes adalah Pak Uu Wagub Jabar sama Pak Asep Maoshul, anggota Komisi IV dari PPP,"" ujar Nusron saat ditemui di Hotel Borobudur, Jakarta, Jumat (1/12/2023). 
 ""Jadi besok kita masuk ke kandang yang seharusnya bukan kandang kita, tapi kita masukin,"" sambungnya.














",NEWS
"Sosok Caleg di Madiun Jadi Sopir Komplotan Pembobol 18 Toko, Aksi Terakhir Gasak Uang Rp 40 Juta","KOMPAS.com - Polisi menangkap pria berinisial ADK (35), calon legislatif (caleg) di Kabupaten Madiun, Jawa Timur (Jatim), yang terlibat dalam pembobolan 18 toko dan rumah kosong.
Bersama residivis berinisial BP dan seorang lainnya yang masih buron, ADK membobol toko di lima kabupaten di Jatim, yaitu Madiun, Ponorogo, Ngawi, Magetan, dan Nganjuk.
Saat beraksi, komplotan ini berbagi peran. BP bertugas sebagai eksekutor, sedangkan ADK dan satu pelaku lain bergantian menjadi sopir.
""Jadi, setelah BP mengambil barang berharga dan uang dari toko yang dibobol, kemudian tersangka ADK bersama satu DPO menjemputnya,"" ujar Kepala Satuan Reserse Kriminal (Kasat Reskrim) Kepolisian Resor (Polres) Madiun AKP Magribi Aging Saputra, Jumat (1/12/2023).
Untuk beraksi, komplotan itu menyewa mobil terlebih dulu.
""Setelah kami cek, ternyata mobil yang digunakan para tersangka hanyalah mobil rentalan. Mereka gunakan mobil rentalan itu untuk mendatangi lokasi toko dan rumah yang dibobol malam hari,"" ucapnya.
Sebelum ditangkap polisi, komplotan yang beraksi sejak tahun 2019 ini membobol toko milik korban bernama Agung Tri Pratama yang berada di Desa Suluk, Kecamatan Dolopo, Kabupaten Madiun.
Pencurian tersebut terjadi pada Kamis (30/11/2023) sekitar pukul 02.00 WIB.
""Aksi terakhir mereka di Desa Suluk di toko sembako milik korban Agung, kerugian mencapai Rp40 juta,"" ungkapnya, dikutip dari Antara.
Ketika membobol toko sembako di Desa Suluk tersebut, aksi mereka terekam CCTV atau kamera pengawas. Berbekal rekaman itulah, polisi memburu para pelaku.
Hingga kemudian, pada Kamis (30/11/2023) malam, polisi meringkus ADK di rumahnya, Kelurahan Bangunsari, Kecamatan Mejayan, Kabupaten Madiun.
""Selain tersangka ADK, kami juga menangkap tersangka lain, yakni BP, warga Jombang, di kamar kosnya yang dekat dengan rumah tersangka ADK,"" tutur Magribi.
BP merupakan residivis kasus pencurian dengan pemberatan pada tahun 2017.
Adapun satu pelaku lainnya masih dalam pengejaran polisi.
ADK dan BP saat ini ditahan di kantor kepolisian setempat.
Mereka dijerat dengan Pasal 363 KUHP tentang pencurian dengan pemberatan, yang mana ancaman hukumannya paling lama sembilan tahun penjara.














",REGIONAL
"Aneka Paket Wisata #DiIndonesiaAja Travel Fair 2023, Banda Neira Rp 2,4 Jutaan","JAKARTA, KOMPAS.com - Berburu paket wisata di pameran perjalanan (travel fair) bisa jadi cara jika ingin liburan mudah tanpa menyusun rencana perjalanan. Salah satu travel fair yang bisa dituju hari ini adalah #DiIndonesiaAja Travel Fair.
Berlokasi di LG Terra Atrium di Mall Central Park, Jakarta Barat, #DiIndonesiaAja Travel Fair digelar dari Jumat (1/12/2023) hingga Minggu (3/12/2023).
Berbagai paket wisata dari Pulau Jawa hingga Papua tersedia dengan harga promo. Contohnya paket wisata empat hari dua malam di Banda Neira, Maluku Tengah, yang dibanderol mulai Rp 2,4 juta dari Asia Trip. 
""Ini land tour (tur darat), sudah termasuk hotel, makanan, pemandu, dan lain-lain pokoknya pas udah di lokasi, ketemu di tempat. Tiket pesawat belum termasuk, tapi bisa kami bantu nanti,"" kata Tour Consultant Asia Trip, Vanessa saat ditemui di lokasi, Jumat (1/12/2023). 
Harga tersebut, ia menjelaskan, adalah biaya untuk satu orang atau per pax, dengan keberangkatan minimal empat orang dan pilihan waktu tertentu. 
KOMPAS.com/FAQIHAH MUHARROROH ITSNAINI Keindahan laut Banda yang bisa dilihat dari atas Benteng Belgica di Banda Neira, Maluku. 
Ada juga paket wisata Lombok seharga Rp 1 jutaan untuk tiga hari dua malam, dari Tiara Sentosa Tours Lombok. 
""(Paket) ini belum termasuk tiket pesawat. Tapi sudah dapat penginapan dan wisata, seperti Pink Beach Lombok, Pantai Senggigi, Gili Trawangan, dan lain-lain,"" kata Director Tiara Sentosa Tours Lombok, Sahlan. 
Sebagai informasi, total sebanyak 29 tenant hadir menawarkan berbagai harga promo untuk pembelian tiket pesawat, kereta api, hotel, bus, hotel, resor, paket wisata, destinasi, restoran, dan tempat rekreasi di Tanah Air.
Agen perjalanan dan operator tur yang terlibat, di antaranya Travelux Travel, PT Altorina Tours, Tara Tour, KIA Tours, Dwidaya Tour, Wahana Travel, Avia Tour, Asia Trip, Golden Rama, Elok Tour, dan Tiara Sentosa Tours.
A post shared by Kompas Travel (@kompas.travel)














",TRAVEL
