Judul,Berita,Topik
"Tidur di Lantai Selama Leon Dozan Dipenjara, Betharia Sonata: Bisa Ngerasain Anak Saya Seperti Itu","Seperti diketahui, sejak 17 November 2023, Leon ditetapkan sebagai tersangka dan masih dipenjara sampai saat ini.
""Saya bisa ngerasain anak saya seperti itu,"" kata Betharia Sonata dikutip dari YouTube Melaney Ricardo.
""Saya banyak tahajud, lebih banyak lebih dekat sama Allah, saya minta sama Allah, saya merasakan juga di bawah, iya di lantai,"" imbuhnya.
Betharia tak bisa menjelaskan dengan kata-kata alasannya melakukan hal itu.
""Enggak mau saya (tidur di kasur), anak saya seperti itu,"" ujar Betharia.
""Enggak tahu saya, enggak mau, enggak mau aja,"" sambungnya.
Dia hanya berderai air mata saat bercerita momen putrinya mengingatkan agar tidur di kasur.
Betharia mengatakan, putrinya baru bisa memahami tindakannya itu ketika kelak sudah menjadi ibu.
""'Ma di atas, Ma,' kata Nabila (anak bungsunya),"" ucap Betharia sambil menangis terisak. 














",HYPE
Tips Membersihkan Meja Dapur agar Kembali Kinclong,"Maka dari itu, meja dapur menjadi salah satu area dapur yang mudah kotor. Hal inilah yang membuat pemilik rumah harus rutin membersihkan meja dapur.
Membersihkan meja dapur sebenarnya tidak sulit. Namun, alangkah baiknya metode membersihkan meja disesuaikan dengan materialnya.
Dikutip dari Better Homes & Gardens, Senin (4/12/2023), berikut ini tips membersihkan meja dapur berdasarkan materialnya.
SHUTTERSTOCK/WHYFRAME Ilustrasi meja dapur granit.
Cara membersihkan meja dapur dari granit cukup mudah. Kamu hanya perlu menyeka permukaan meja dengan air sabun yang hangat. Lalu bilas sampai bersih.
Untuk mencegah pertumbuhan bakteri maupun jamur, kamu bisa menggunakan larutan pemutih ringan. Jangan gunakan pembersih yang bersifat abrasif karena bisa menggores permukaan granit.
Sementara itu, saat ada noda yang membandel, kamu bisa membersihkannya menggunakan pasta dari soda kue. Gosok bagian bernoda dengan lembut menggunakan sikat lembut.
Lalu bilas sampai bersih. Kamu juga perlu menutup meja granit menggunakan penyegel khusus untuk batu. Langkah ini berguna untuk mencegah noda dan membuat meja lebih mudah dibersihkan.
Selain dari granit, meja dapur juga bisa dibuat menggunakan material laminasi. Tips membersihkan meja dapur laminasi cukup menggunakan air sabun hangat, larutan pemutih ringan, atau pembersih dapur non-abrasif.
Jangan gunakan pembersih yang abrasif atau sikat berbulu kaku karena bisa menggores permukaan mejanya. Sebaiknya, gunakan sikat gigi lembut untuk menghilangkan noda di permukaan meja ini.
Sementara itu, saat ada penumpukan minyak, kamu bisa menggunakan bahan pembersih alami seperti cuka dan air. Jika permukaanya lengket, gosok dengan pasta soda kue dan air, lalu bilas.
Untuk meja dapur yang terbuat dari marmer, kamu bisa menggunakan kain lembut yang lembap. Lap meja sampai kering menggunakan kain bersih.
Sementara itu, jika ingin membersihkan lebih dalam, kamu bisa menggunakan sabun cuci piring dengan pH netral. Sabun tersebut dicampurkan dengan air hangat.
Lalu gunakan untuk membersihkan meja marmer dan bilas sampai bersih untuk menghilangkan residu dan lap sampai kering.
SHUTTERSTOCK/BRIZMAKER Ilustrasi meja dapur, meja dapur kayu. 














",HOMEY
Pangdam Udayana: Presiden Kunjungi 3 Kabupaten di NTT Selama 3 Hari ,"Pangdam IX/Udayana Mayjen TNI Harfendi mengatakan Presiden Jokowi berada di NTT selama 3 hari ke depan. 
""Kegiatannya bapak Presiden mulai sore ini, esok, dan lusa,"" ujar Harfendi saat apel gelar pasukan di halaman Kantor Bupati Manggarai Barat, Senin siang.
Ia mengatakan, dari Labuan Bajo, Presiden Jokowi akan mengunjungi Kabupaten Nagekeo, kemudian ke Kupang.
Pihaknya bersama kepolisian sudah menyiapkan ratusan personel untuk kunjungan orang nomor 1 di Republik Indonesia itu. 
""Kita melakukan pengamanan dari bandara, di perjalanan hingga ke tempat kegiatan,"" ujarnya.
Untuk diketahui, hari pertama di Labuan Bajo, Presiden Jokowi akan mengecek stok beras di gudang Bulog dan bermain bola bersama masyarakat di Lapangan Bola Wae Kesambi Labuan Bajo.
Hari kedua, ia akan menanam pohon di sekitar Labuan Bajo. Setelah itu, Presiden melanjutkan perjalanan ke Kabupaten Nagekeo dan Kupang.














",REGIONAL
Polemik AI dan Hak Cipta ,"HALUSINASI Artificial Intelligence (AI) yang menghebohkan itu, memiliki korelasi dengan hak cipta. Luaran AI generatif (GenAI) yang bisa sama sekali berbeda dengan data yang dilatihkan, menunjukan bahwa AI bisa membuat konten sendiri, berbeda dengan data berhak cipta yang dikonsumsinya sebagai bahan pelatihan.
Fenomena ""AI hallucination"" bisa jadi dijadikan alasan ""pembenar"" oleh para pengembang AI, bahwa mesin dan sistem pintar ini tidak melakukan plagiarisme dan tidak melanggar hak cipta, karena luarannya bukanlah hasil copy paste.
Produk-produk halusinatif dalam bentuk karya seni, mungkin bisa jadi karya yang indah. Namun hal ini berbeda, jika luaran fiktif GenAI seperti itu dijadikan bukti, materi gugatan, atau argumen di pengadilan, tentu bisa berdampak fatal.
University College London (UCL), dalam laman resminya berjudul ""Introduction to Generative AI"" (Copyright 2023) menjelaskan, GenAI adalah teknologi kecerdasan buatan, yang secara otomatis menghasilkan konten sebagai respons terhadap perintah tertulis.
Konten yang dihasilkan meliputi teks, kode perangkat lunak, gambar, video, dan musik.
GenAI dilatih menggunakan data dari halaman web, percakapan media sosial, dan konten online lainnya. Nah, sumber-sumber inilah yang kerap jadi polemik hak cipta.
Hal yang relevan dengan hak cipta adalah terkait dengan sumber data dan cara kerja AI. AI generatif yang bekerja dengan menggunakan model Machine Learning (ML), dilatih dan “dikuliahi” layaknya manusia oleh pelatihnya.
Pelatih AI yang tentunya adalah manusia, mengajari AI secara intens untuk mempelajari pola dan hubungan, dalam kumpulan konten yang sudah ada dan tersebar di berbagai saluran online.
Berdasarkan semua itu, maka AI, instrumen pintar ini, kemudian menggunakan pola yang dipelajarinya untuk menghasilkan konten baru. Dapat disimpulkan bahwa luaran ChatGPT, misalnya, adalah konten baru dari proses itu.
UCL menjelaskan, GenAI menghasilkan luaran dengan menganalisis secara statistik distribusi kata, piksel, atau elemen lain, atas semua data yang telah diserapnya.
Hal ini melibatkan penyediaan alat dan pemrosesan sejumlah besar data yang diambil dari internet dan tempat lain.
Setelah GPT dilatih, maka dapat menghasilkan respons teks terhadap perintah. GPT kemudian menggunakan pola statistik untuk memprediksi kemungkinan kata atau frasa yang mungkin membentuk respons koheren terhadap perintah tersebut.
GPT juga mengidentifikasi pola kata dan frasa yang biasanya muncul bersamaan dalam model data besar yang telah dibuat sebelumnya. Hal yang luar biasa adalah, GenAI bisa menghasilkan teks yang tampak seperti ditulis manusia.
Luaran yang dihasilkan memang kadang dangkal, tidak akurat, tidak dapat dipercaya, halusinatif, atau penuh kesalahan. Fakta terakhir ini, sering menjadi alasan para praktisi GenAI. Mereka berkilah, manusia juga bisa melakukan kesalahan serupa.
UCL juga menjelaskan, setelah model teks GenAI dilatih, model tersebut kemudian diperiksa dan disempurnakan, melalui proses yang dikenal sebagai Reinforcement Learning from Human Feedback (RLHF).














",TEKNO
Kevin Feige Tegaskan Robert Downey Jr. Tidak Akan Kembali ke Marvel Cinematic Universe,"Berbicara kepada Vanity Fair untuk profil baru tentang Robert Downey, Kevin Feige mengungkapkan, Marvel Studios tidak akan membawa kembali pemeran aktor Iron Man setelah karakter tersebut dibunuh dalam film Avengers: Endgame tahun 2019.
Kevin Feige berkata, mengutip penampilan terakhir Robert Downey Jr. sebagai Iron Man: “Kami akan menjaga momen itu dan tidak menyentuh momen itu lagi. Kami semua bekerja sangat keras selama bertahun-tahun untuk mencapai hal tersebut, dan kami tidak ingin secara ajaib membatalkannya dengan cara apa pun.”
Selain itu, sutradara Avengers: Endgame Anthony dan Joe Russo berbagi bahwa Robert Downey Jr. “enggan” untuk merekam ulang satu baris dialog setelah secara resmi menyelesaikan adegannya.
“Kami sudah mengucapkan selamat tinggal dengan penuh air mata pada hari terakhir pengambilan gambar. Semua orang telah move on secara emosional,” kata Joe Russo.
Atas hal itu, Joe Russo dan seluruh tim produksi Marvel akan menjaga keinginan Robert Downey Jr.
“Kami berjanji kepadanya bahwa ini akan menjadi kali terakhir kami memaksanya melakukan hal itu – selama-lamanya,” kata Joe Russo.
Anthony Russo menambahkan: “Itu adalah hal yang sulit untuk dia lakukan, untuk kembali mengambil jalur itu. Ketika dia kembali, kami sedang syuting di panggung yang berseberangan dengan tempat dia mengikuti audisi untuk Tony Stark. Jadi kalimat terakhirnya sebagai Tony Stark diambil beberapa ratus kaki dari audisi aslinya yang memberinya peran tersebut.”
Robert Downey Jr. baru-baru ini berperan sebagai Lewis Strauss di film Oppenheimer karya Christopher Nolan bersama Cillian Murphy, Florence Pugh, dan banyak lagi.














",HYPE
"Tampilan dan Peta ""GTA 6"" Bocor Duluan, Disebar di TikTok","Dua hari sebelum trailer tersebut dirilis, gameplay dan peta GTA 6 malah dibocorkan oleh seorang pengguna media sosial TikTok dengan handle @azzarossi. Akun TikTok ini sudah dihapus, tetapi bocoran tersebut sudah disebarkan lewat media sosial X (dahulu Twitter).
Dalam video X yang dibagikan oleh pengguna bernama @milksashi, terlihat bocoran peta GTA 6 yang menampilkan area Vice City yang luas lengkap dengan berbagai gedung pencakar langit.
A POTENTIAL GTA 6 LEAK IS OUT 
SOURCE: TIKTOK #GTAVI #GTA6LEAKS pic.twitter.com/K6ZMQVItyB
Video berdurasi 13 detik ini juga menunjukkan berbagai rumah, jalan layang (fly over), dan mobil yang berlalu-lalang di jalan layang tersebut.
Bocoran ini konon diambil dari versi GTA 6 yang masih dalam tahap pengembangan alias belum rampung.
Sebab, pengguna tidak melihat karakter GTA 6 yang dimainkan. Pengguna hanya bisa melihat kota Vice City, dan catatan developer yang terletak di bagian bawah game itu.
X.com/@milksashi Bocoran gameplay GTA 6 disebar di TikTok. Meski sudah dihapus, video berdurasi 13 detik tersebut juga disebar di X Twitter. Adapun Vice City merupakan kota fiksi yang terinspirasi dari Miami, Amerika Serikat. Vice City sebelumnya merupakan setting dalam game GTA: Vice City, dan konon akan ""comeback"" di GTA 6.
Setting Vice City ini sebelumnya sudah diketahui lewat puluhan video GTA 6 yang bocor di forum GTA Forums pada September 2022.
Kini, penggemar GTA sudah membandingkan puluhan video tersebut dan video di atas, kemudian menemukan kemiripan misalnya terkait arsitektur bangunan.
Menurut @GTABase, yakni akun X yang membahas bocoran seputar GTA 6, @azzarossi yang menjadi sumber utama bocoran ini merupakan putra dari karyawan Rockstar Games, Aaron Garbut.
Sementara itu, akun @GTAVI_Countdown mengeklaim bahwa video ini dibocorkan oleh teman dari putra Aaron Garbut.
Indikasinya terlihat dari profil TikTok @azzarossi yang kini sudah dihapus. Pengguna tersebut pernah mengunggah foto dirinya bersama Aaron Garbut.
Proof and details were revealed by the leaker in a conversation before his account was deleted. pic.twitter.com/H6A36YsoyU
Akun tersebut kemudian membagikan lebih banyak bocoran GTA 6 lewat fitur direct message (DM) di TikTok. Menurutnya, peta Vice City di GTA 6 lebih besar dua kali lipat daripada kota Los Santos di GTA 5.
""(Peta Vice City) lebih besar daripada Los Santos. Ada tiga kota utama dan empat kota yang lebih kecil di sekitarnya. Di tengah peta tersebut, ada danau yang besar,"" klaim pengguna tersebut.
Pengguna ini juga menyebut bahwa gamer nantinya bisa memasuki 70 persen bangunan di GTA 6. Ada pula ""Volumetric Clouds"", yakni fitur yang membuat awan dalam game terlihat lebih realistis.
Terkait tanggal rilis, GTA 6 disebut akan meluncur pada musim gugur 2024 yang jatuh pada September hingga Desember 2024. GTA 6 konon bisa dipesan (pre-order) setelah trailer terbarunya dirilis, yakni 5 Desember 2023 pukul 21.00 WIB malam.
Perlu dicatat, deretan informasi di atas masih berupa rumor saja sebagaimana dirangkum KompasTekno dari GizmoChina, Senin (4/12/2023).
Sejauh ini, Rockstar Games masih belum angkat suara terkait bocoran GTA 6 terbaru ini. Oleh karena itu, sebaiknya pengguna menunggu informasi resminya lewat trailer perdana GTA 6 pada Selasa ini.














",TEKNO
Dheviana Bena Terpilih Jadi Brand Ambassador Pertama dari Kontes Bintangnya Chatime,"Sebagai informasi, Bintangnya Chatime merupakan ajang yang digelar Chatime Indonesia untuk mencari Chatime Brand Ambassador. Kontes ini ditujukan kepada para Chatimers—pencinta Chatime—yang memiliki kepribadian menarik dan unik.
Melalui kontes tersebut, video-video terbaik yang telah dipublikasi Chatimers melalui kanal media sosial Instagram dan TikTok dikurasi oleh dewan juri untuk dipilih menjadi Bintangnya Chatime.
Pada tahap kurasi, seluruh peserta melewati proses seleksi dan wawancara detail hingga berhasil memilih Bintangnya Chatime, Bintang 2, Bintang 3, dan 7 pemenang favorit.
Adapun dewan juri terdiri atas kreator konten Guff Perdana, Marketing General Manager F&B ID Lany Cucu, dan Brand Manager Chatime Irene Melia.
Lany mengatakan, pemenang terpilih berhasil membuat konten video yang kreatif, inovatif, dan bermakna.
“Pemenang juga memiliki semangat sehingga layak dinobatkan sebagai Bintangnya Chatime,” ucap Lany dalam siaran pers yang diterima Kompas.com, Kamis (30/11/2023).
Lewat kegiatan tersebut, Lany berharap, Chatime Indonesia melalui F&B ID dapat terus konsisten menyajikan kebahagian bagi para pelanggan setia Chatime dan jenama F&B ID lain.
Sebagai informasi, kontes Bintangnya Chatime diselenggarakan secara terbuka dari 22 Agustus hingga 15 Oktober 2023. Kontes ini diikuti oleh 1.500 Chatimers dari berbagai daerah di Indonesia.
Untuk mengikuti kontes itu, peserta harus menyertakan tagar #DariJajanJadiBintang pada caption dan menyebut (mention) @chatimeindo pada video yang diunggah.
Tak hanya menjadi Brand Ambassador Chatime Indonesia, pemenang kontes Bintangnya Chatime juga berhak mendapatkan berbagai hadiah menarik, seperti uang tunai, voucer elektronik Chatime, smartphone Oppo, dan paket perjalanan liburan ke Taiwan.",ADVERTORIAL
Cerita Ganjar Diminta Dukung Mahfud Jadi Cawapres pada 2019,"PALU, KOMPAS.com - Calon presiden nomor urut 3 Ganjar Pranowo mengungkapkan bahwa pasangan calon wakil presidennya, Mahfud MD, sempat meminta dukungan untuk maju pada Pemilihan Presiden (Pilpres) 2019 lalu.
Ganjar menuturkan, permintaan dukungan ini disampaikan Mahfud ketika keduanya bertemu di rumah dinas Ganjar, beberapa hari sebelum Joko Widodo mengumumkan calon wakil presiden yang akan mendampingi.
 ""Kami berdua makan dan ngobrol di meja makan sana, saya agak jarang mengundang tamu makan di meja makan rumah dinas, sangat agak jarang,"" kata Ganjar dalam acara kampanye di Palu, Senin (4/12/2023).
 ""Beliau satu-satunya yang saya undang untuk masuk, untuk diskusi dan beliau sampaikan, 'Mas Ganjar tolong dukung saya, insya Allah saya mau jadi cawapres', pasti saya dukung,"" imbuh Ganjar.
 Singkat cerita, Mahfud rupanya bukanlah orang yang dijadikan cawapres mendampingi Jokowi pada Pilpres 2019 lalu.
 Mahfud yang sudah menyiapkan kemeja putih untuk menghadiri acara deklarasi dengan Jokowi pun mesti menyimpan kemeja tersebut.
 Akan tetapi, lima tahun kemudian, Ganjar dan Mahfud justru berpasangan sebagai pasangan calon presiden dan wakil presiden pada Pilpres 2024.
 ""Baju itu disimpan dan ternyata kira-kira mungkin begini, 'Prof Mahfud baju kelak nanti akan kamu pakai 5 tahun lagi'. Dan itulah proses-proses yang secara spiritual manusia tidak pernah tahu,"" kata Ganjar.
 Ganjar mengaku punya semangat yang sama dengan Mahfud sebagai pasangan calon presiden dan wakil presiden.
 Pertama, mereka sepakat bahwa hari ini banyak masyarakat yang daya belinya turun karena pendapatannya kecil.
 Kedua, masyarakat mengeluhkan sulitnya mendapatkan pekerjaan, dan ketiga adalah cara mewujudkan pemerintah yang melayani serta tanpa korupsi, kolusi, dan nepotisme.














",NEWS
"5 Pengeroyok Babinsa TNI di Acara Pernikahan Ditangkap, Motif Masih Diselidiki","Kasatreskrim Polres Grobogan AKP Joko Haryono mengatakan, kelima tersangka yang diamankan merupakan warga Desa Ngembak.
""Benar, langsung diamankan seketika itu juga,"" kata Joko, saat dihubungi melalui ponsel, Senin (4/12/2023).
Menurut Joko, saat ini kasus dugaan penganiayaan yang menimpa Koptu Suyoko masih dalam pemeriksaan penyidik Satreskrim Polres Grobogan.
 
Terkait motif pengeroyokan tersebut, Joko belum bisa memberikan keterangan detail.
""Segera dirilis dan masih didalami,"" pungkas Joko.
Untuk diketahui, Koptu Suyoko, Babinsa Koramil 01/Purwodadi dikeroyok preman saat melerai keributan di hajatan pernikahan salah seorang warga di Desa Ngembak, Kecamatan Purwodadi, Kabupaten Grobogan, Jawa Tengah.
Video amatir yang merekam aksi penganiayaan itu viral di media sosial.
Salah satunya diunggah akun Instagram @jurnalmiliter yang hingga Minggu (3/12/2024) malam, sudah ditonton lebih dari 50.000 kali.
Kapolsek Purwodadi AKP Dedy Setyanto mengatakan, Koptu Suyoko beserta personel Polsek Purwodadi sebelumnya diterjunkan mengamankan keramaian hiburan organ tunggal pada resepsi pernikahan hingga kemudian cekcok warga terjadi pada Sabtu (2/12/2023) malam.
Nahas, Koptu Suyoko yang seketika berupaya menengahi justru menjadi sasaran amuk warga yang sudah dalam kondisi mabuk minuman keras.
""Dianiaya saat bertugas dalam rangka pengamanan acara pernikahan warga dengan hiburan solo organ,"" terang Dedy.
 














",REGIONAL
Hari Lahir 2 Pahlawan Indonesia Ini Jadi Perayaan Internasional,"KOMPAS.com - Hari lahir dua pahlawan Indonesia, Ali Akbar Navis (AA Navis) dan Keumalahayati, menjadi hari perayaan tingkat internasional di UNESCO.
Hal itu ditetapkan Direktur Jenderal UNESCO Audrey Azoulay saat penutupan Sidang Umum ke-42 UNESCO yang berlangsung di Paris, Perancis, pada 22 November 2023.
Sebagai informasi, AA Navis adalah seorang penulis dan budayawan terkemuka Indonesia. Kontribusinya terhadap sastra Indonesia menjadikannya sosok yang ikonik di dunia sastra.
AA Navis menghasilkan sejumlah besar publikasi dan bekerja sebagai guru bagi penulis lain selama hidupnya. Pengusulan penetapan peringatan 100 tahun kelahiran Ali Akbar Navis (1924-2003) mendapat dukungan dari Malaysia, Federasi Rusia, Thailand, dan Togo.
Adapun Keumalahayati merupakan salah satu tokoh heroik perempuan paling awal di Indonesia. Ia diakui sebagai pahlawan nasional atas keberanian, kepemimpinan, dan kontribusinya yang signifikan dalam membela Tanah Air.
Dia dibesarkan di wilayah yang terkenal dengan tradisi maritimnya yang kuat dan mengenal dunia peperangan laut sejak usia muda.
Ayahnya, Laksamana Mahmud Syah, adalah seorang panglima angkatan laut armada Aceh yang terampil dan dihormati. Ia pun mewariskan ilmu dan keahliannya kepada putrinya.
Setelah ayahnya meninggal dunia sehingga jabatannya kosong, Sultan Alauddin Riayat Syah dari Aceh mengangkat Keumalahayati sebagai laksamana baru, mengingat bakat, keterampilan, dan tekadnya. Jabatan Panglima Angkatan Laut Kesultanan Aceh menjadikan Keumalahayati sebagai laksamana wanita pertama dalam sejarah Indonesia dan Asia Tenggara.
Dalam masa kejayaannya, Keumalahayati berhasil membuktikan bahwa dirinya merupakan pemimpin yang cakap di tengah skeptisisme terhadap perempuan.
Pengusulan penetapan peringatan 475 tahun kelahiran Keumalahayati (1550-1615) mendapat dukungan dari Malaysia, Federasi Rusia, Thailand, dan Togo.















",EDUKASI
Baru Tiba di Jakarta Bisa Wisata ke Mana Saja?,"KOMPAS.com -  Jakarta punya beragam destinasi wisata yang menarik untuk dikunjungi, khususnya bagi para pendatang. 
Bisa mencoba aneka kuliner, mengunjungi tempat yang sarat akan sejarah dan budaya, atau sekadar menikmati pemandangan lampu kota pada malam hari.
Beberapa waktu lalu, tepatnya pada Minggu (26/11/2023), Kompas.com berkesempatan ikut dalam rangkaian kegiatan perjalanan wisata pengenalan atau familiarization trip (famtrip), Jakarta Travel Fair 2023, yang diadakan oleh Asosiasi Travel Agent Indonesia (Astindo) bersama Dinas Pariwisata dan Ekonomi Kreatif (Disparekraf) Jakarta.
Pada kegiatan tersebut, Kompas.com menjelajahi beberapa destinasi wisata yang bisa dikunjungi bila baru pertama kali datang ke Jakarta. Berikut beberapa destinasi yang bisa dijadikan opsi:
SHUTTERSTOCK/GALINA SAVINA Ilustrasi Monumen Nasional atau Monas. 
Jika baru pertama kali tiba di Jakarta, destinasi wisata yang tidak boleh dilewatkan yaitu Monumen Nasional (Monas). Lokasinya ada di kawasan Gambir, Jakarta Pusat.
Di sini wisatawan bisa jalan kaki di area Monas, naik ke cawan Monas, atau bisa juga naik ke Tugu Monas.
Menambahkan dari laman Kompas.com (3/8/2023), kawasan Monas dan tugu Monas buka pada hari Selasa sampai Minggu, mulai pukul 06.00 WIB sampai pukul 16.00 WIB.
Khusus area tugu Monas, buka mulai pukul 08.00 WIB sampai pukul 16.00 WIB.
Tidak ada biaya masuk bila masuk kawasan Monas. Wisatawan hanya akan dikenai biaya bila naik ke pelataran cawan dan pelataran puncak Monas.
Tiket masuk pelataran cawan Monas dibanderol mulai dari Rp 2.000 untuk anak-anak, mulai dari Rp 3.000 untuk mahasiswa, dan mulai dari Rp 5.000 untuk dewasa.
Sementara tiket masuk pelataran puncak Monas dibanderol mulai dari Rp 4.000 untuk anak-anak, mulai dari Rp 8.000 untuk mahasiswa, dan mulai dari Rp 15.000 untuk dewasa.
Kompas.com/ Suci Wulandari Putri  Taman Martha Tiahahu atau Taman Literasi, destinasi wisata popular di Jakarta, Minggu (26/11/2023).
Destinasi berikutnya yang bisa dikunjungi yaitu Taman Martha Tiahahu. Lokasinya ada di kawasan Blok M, Jalan Sisingamangaraja, Melawai, Kecamatan Kebayoran Baru, Jakarta Selatan.
Taman Martha Tiahahu atau dikenal dengan nama Taman Literasi ialah ruang terbuka hijau sekaligus kawasan kreatif yang bisa dikunjungi gratis oleh masyarakat umum.
Tidak jauh dari Taman Literasai, juga ada kawasan M Bloc Space, yaitu kawasan kreatif dan kuliner. Dari Taman Literasi, wisatawan cukup menyeberang jalan dan akan tiba di kawasan M Bloc Space.
Kawasan M Bloc Space biasanya ramai dikunjungi pada malam hari, karena tidak terpapar terik matahari.
Lokasi Taman Literasi dan M Bloc Space juga dekat dengan stasiun Moda Raya Terpadu (MRT) Blok M BCA. Jadi cukup memudahkan jika hendak berpindah ke destinasi berikutnya naik transportasi umum.














",TRAVEL
"Cegah Pneumonia Misterius, Dokter RSA UGM Imbau Masyarakat Tingkatkan PHBS","KOMPAS.com - Kasus pneumonia misterius anak di China saat ini tengah menjadi perhatian di seluruh dunia.
Pneumonia misterius pada anak di China ini berawal pada tanggal 13 November silam, Komisi Kesehatan Nasional China mengumumkan peningkatan penyakit pernapasan.
Menghadapi kondisi tersebut, Kementerian Kesehatan RI (Kemenkes) mengambil langkah cepat dengan menerbitkan surat edaran kewaspadaan terkait wabah pneumonia misterius yang terjadi di China.
Surat edaran ini ditujukan kepada kepala dinas kesehatan provinsi, kepala dinas kesehatan kabupaten/kota, direktur/kepala rumah sakit, kepala kantor kesehatan pelabuhan dan kepala puskesmas di Indonesia.
Surat edaran ini bertujuan untuk mengantisipasi penyebaran pneumonia di Indonesia. Dokter Spesialis Paru Rumah Sakit Akademik Universitas Gadjah Mada (RSA UGM), dr. Astari Pranindya Sari mengimbau masyarakat untuk tidak lekas panik.
Namun masyarakat perlu meningkatkan kewaspadaan akan potensi penularan penyakit ini.
Hingga saat ini belum ada kesimpulan secara pasti penyebab dari radang paru-paru atau pneumonia yang menjangkit anak-anak di China.
Disinyalir penyebab peningkatan kasus ini kemungkinan dari virus influenza, Rhino Syncytial Virus (RSV), Mycoplasama pneumoniae, atau hal baru lain yang belum diketahui.
""Penyebabnya belum bisa disimpulkan dan masih dilakukan penelusuran,"" kata Astari Pranindya Sari seperti dikutip dari laman UGM, Senin (4/12/2023).
Astari menambahkan, untuk mencegah penularan penyakit ini, ada sejumlah cara yang bisa dilakukan masyarakat.















",EDUKASI
"[VIDEO] Hoaks KPK dan Mahfud MD Periksa Kantor Gerindra, Simak Penjelasannya","KOMPAS.com - Dari bermacam unggahan hoaks bertema politik yang muncul di masa pemilu, kasus korupsi yang dilekatkan kepada kandidat atau partai politik menjadi salah satu yang biasanya ada.
Di media sosial misalnya, beredar unggahan hoaks berupa video yang menyatakan bahwa kantor Partai Gerindra tiba-tiba diperiksa Komisi Pemberantasan Korupsi.
Bahkan, pemeriksaan KPK terhadap kantor Partai Gerindra itu juga dihadiri Mahfud MD, calon wakil presiden yang juga menteri koordinator bidang politik, hukum, dan keamanan.
Setelah ditelusuri, diketahui bahwa thumbnail video yang memperlihatkan wajah Mahfud MD merupakan hasil manipulasi digital.
Thumbnail juga diambil dari peristiwa yang terjadi pada 2012, saat KPK menangani kasus pengadaan simulator alat uji SIM di Polri. 
Jika disimak hingga tuntas, video tidak memperlihatkan adanya pemeriksaan di kantor Partai Gerindra. Narator hanya membacakan artikel saat politisi Partai Gerindra mengkritik kebijakan Menteri Hukum dan HAM Yasonna Laoly.
Simak penjelasannya dalam video berikut ini:















",CEK FAKTA
"Yoona SNSD Akan Tur Fan Meeting di Asia, Indonesia Masuk Jadwal"," Pengumuman dibagikan melalui akun Instagram profesional Yoona, @limyoona_official_ pada Senin (4/12/2023).
 Fan meeting ini bertajuk Yoona Fan Meeting Tour Yoonite in Asia.
 ""Yoonite Asia tour schedule has been released,"" bunyi pengumuman itu.
 Jadwal dan negara yang dikunjungi pun terpampang langsung.
 Fan meeting akan dibuka di kota Seoul, Korea Selatan, pada 6 dan 7 Januari 2024.
 Indonesia, tepatnya di ibu kota Jakarta juga masuk dalam jadwal, yakni tanggal 29 Maret 2024.
 Total ada delapan kota yang akan dikunjungi Yoona.
 Ini merupakan tur fan meeting solo perdana Yoona ke Jakarta.
Seoul (6-7 Januari 2024)














",HYPE
Tips Menggunakan Canva agar CV hingga Presentasi Lebih Menarik,"KOMPAS.com – Desain grafis menjadi salah satu kemampuan dasar yang dapat menunjang mahasiswa hingga pekerja saat akan membuat presentasi maupun Curriculum Vitae (CV).
Jadik Wijayanto, staf Perpustakaan Universitas Airlangga (Unair) mengatakan, salah satu aplikasi yang bisa dimanfaatkan untuk desain grafis ialah Canva. Namun, penguasaan desain grafis saat menggunakan Canva tidak hanya tentang teori, melainkan juga praktik.
Guna meningkatkan keterampilan teknis mahasiswa dalam menggunakan Canva, Unair menggelar Reguler Virtual Library Class yang diisi dengan pelatihan menggunakan Canva. Mahasiswa diajak untuk memahami dasar-dasar desain grafis dan cara menggunakannya untuk membuat presentasi atau infografis yang menarik dan informatif.
Jadik berharap, mahasiswa tidak hanya mendapatkan pemahaman konsep, tetapi juga merasakan sendiri proses kreatif dalam menciptakan desain visual yang menarik.
""Dengan pengalaman ini, mahasiswa tidak hanya meningkatkan keterampilan teknis mereka dalam menggunakan Canva, tetapi juga merasakan kegembiraan dan kepuasan dalam mengungkapkan ide secara visual,"" terang Jadik seperti dikutip dari laman Unair, Senin (4/12/2023).
 

Jadik memberikan tips dan trik memanfaatkan fitur Canva guna menciptakan desain visual yang menarik perhatian. Salah satunya dengan menggunakan efek.
""Canva adalah alat yang sangat fleksibel dan dapat meningkatkan kreativitas secara signifikan,"" jelas Jadik.
Menurutnya, salah satu kunci utamanya adalah mengenali fitur-fitur khusus. Seperti efek-efek yang dapat membuat desain lebih dinamis dan eye-catching.
Setelah itu, gunakan warna yang efektif, memilih font yang sesuai, menciptakan tata letak yang menarik, dan keyword untuk icon-icon yang ada dalam aplikasi canva.
Intinya, desain grafis memerlukan eksplorasi dan eksperimen.














",EDUKASI
